질병명,주요증상
항문낭 질환(Anal sac disorders)," | 과각화증 , 두꺼운 피부 | 꼬리 , 항문 , 회음부 , 통증 | 무기력 , 침울 , 졸림 , 생기없음 | 발열 , 고열 | 비정상적 또는 공격적 행동 , 습성이 바뀜 | 소양감 , 가려움 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 이급후증 , 배변곤란 | 지각과민 , 예민함 , 과다운동 | 탈모 , 무모증 | 피부 누관 , 공동형성 | 피부 색소 과잉 침착 | 피부 통증 | 피부 , 털 , 깃털이 축축함 | 피부의 궤양 , 미란 , 찰과상 | 피부의 악취 , 냄새 | 피부홍반 , 염증 , 발적 | 항문직장부위 종창 , 종괴 "
,
급성 간부전(Acute hepatic failure),"| 거리감각불능 , 거리감각 과대 및 과소 | 걷다 앞으로 넘어짐 , 목적없이 배회 | 과도한 침흘림 , 유연 , 입에 거품 | 구토 | 난청 , 귀머거리 | 다뇨증 | 다식증 , 과도한 식욕 | 다음 , 많이 마심 , 지나친 갈증 | 떨림 , 전율 , 오한 | 머리 박치기 , | 무기력 , 침울 , 졸림 , 생기없음 | 무기력 , 침울 , 졸림 , 생기없음 | 발열 , 고열  | 발육정지 , 체중증가없음 , 성장지연 | 발작 , 실신 , 경련 , 간질발작 , 허탈 | 방향 감각 상실 , 기억 상실 | 복부팽만 | 복수 | 비정상적 또는 공격적 행동 , 습성이 바뀜 | 비정상적인 자세 | 선회운동 | 설사 , 하리 | 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 실명 , 시력상실 | 운동실조 , 협조불능 , 절뚝거림 , 넘어짐 | 이식증 , 이기증(이물 섭취 기호증) | 전신허약 , 부전마비 , 마비 | 지각과민 , 예민함 , 과다운동 | 진전 | 체중감소 | 혼수 , 혼미 | 황달 | 흥분 , 헛소리 , 광분 "
항문주위누공 형성(Perianal fistula)," 꼬리 , 항문 , 회음부 , 통증 | 무기력 , 침울 , 졸림 , 생기없음 | 배변량 감소 , 변비 , 배변 안됨 | 분변 실금 | 설사 , 하리 | 이급후증 , 배변곤란 | 체중감소 | 수척 , 건강상태 불량 , 증체율 불량 | 출혈 , 응고부전 | 피부 괴사 , 가피 , 괴저 | 피부 누관 , 공동형성 | 피부 통증 | 피부의 궤양 , 미란 , 찰과상 | 피부의 악취 , 냄새 | 피부의 화농성 분비물 | 피부홍반 , 염증 , 발적 | 항문 , 직장 협착 | 항문직장부위 종창 , 종괴 | 혈변 , 분변내 잠혈 |  "
,
,
조직구증(Histiocytosis),"| 상부기도의 비정상 호흡음 , 코고는 소리 | 머리 , 얼굴 , 귀 , 턱 , 코의 종창 , 종괴 | 목 부위 종창 , 경부의 종괴 | 요통 , 허리 통증 | 탈모 , 무모증 ,피부 궤양 | 피부 누관 , 공동형성 | 피부 또는 피하의 종창 , 종괴 , 결절 | 피부 플라크(반) | 피부 , 털 , 깃털이 축축함 | 피부홍반 , 염증 , 발적 | 흉부 종창 , 흉부 , 가슴 , 늑골 , 흉골의 종괴 "
급성 신부전(Acute renal failure)," | 결막 , 공막의 발적 | 결막 , 공막의 충혈 , 혈관의 이상 | 구강점막의궤양 , 수포 , 플라크(반) , 농포 , 미란 , 절창 | 구토 | 다뇨증 | 다음 , 많이 마심 , 지나친 갈증 | 다호흡 , 빠른호흡(빈호흡) , 과호흡 | 단백뇨 | 당뇨 | 무기력 , 침울 , 졸림 , 생기없음 | 발작 , 실신 , 경련 , 간질발작 , 허탈 | 복강 외부 압박에 따른 통증 | 부정맥 , 불규칙한 심박 및 맥박 | 서맥 , 느린 심박동이나 맥박 | 설사 , 하리 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 신장 종대 촉진 | 신장 , 요관 촉진시 통증  | 약맥 , 소맥 | 요통 , 허리 통증 | 운동실조 , 협조불능 , 절뚝거림 , 넘어짐 | 저체온증 , 낮은체온 | 전신허약 , 부전마비 , 마비 | 탈수 | 피부 , 귀 , 다리 냉감 | 핍뇨 , 무뇨증 , 요 정체 | 혈뇨 | 호흡시 이상한 냄새 , 구강의 악취 "
혈관주위세포종 (Hemangiopericytoma)," | 뒷다리 종창 , 종괴(관절부/비관절부 포함) | 복강 외부 종창 , 종괴 | 앞다리 종창 , 종괴(관절부/비관절부위 포함) | 유선의 종대 , 종괴 , 유방비대 , 여성형 유방 | 탈모 , 무모증 | 피부 또는 피하의 종창 , 종괴 , 결절 | 흉부 종창 , 흉부 , 가슴 , 늑골 , 흉골의 종괴 "
,
"혈관육종, 심장 (Hemangiosarcoma, heart)","| 1도 방실 심 차단 | 2도 방실 심 차단 | 3도 방실 심 완전차단 | 각차단 , 좌각차단 , 우각차단 , 양각차단 | 간 , 비장 종대 , 비장종대 , 간종대 | 거리감각불능 , 거리감각 과대 및 과소 | 걷다 앞으로 넘어짐 , 목적없이 배회 | 구토 | 급사 , 돌연사 | 기립불능 , 다우너 | 기침시 객혈 | 눈 내부 종괴 종창 | 다뇨증 | 다음 , 많이 마심 , 지나친 갈증 | 다호흡 , 빠른호흡(빈호흡) , 과호흡 | 뒷다리 양쪽 부전마비 , 무기력 , 마비 | 뒷다리 종창 , 종괴(관절부/비관절부 포함) | 뒷다리 통증 | 뒷다리 파행 , 경직 , 절름발이 | 뒷발 , 발가락 종창 , 종괴 | 뒷발 통증 | 림프절 종대 , 림프절 병증 , 종창 , 종괴 | 머리 기울기 | 머리 박치기 | 머리 , 얼굴 , 귀 , 턱 , 코의 종창 , 종괴 | 무기력 , 침울 , 졸림 , 생기없음 | 발열 , 고열 | 발작 , 실신 , 경련 , 간질발작 , 허탈 | 방향 감각 상실 , 기억 상실 | 배뇨곤란 | 복강 외부 압박에 따른 통증 | 복강 외부 종창 , 종괴 | 복강내부 종괴 , 종창 , 유착 | 복부팽만 | 복수 | 부정맥 , 불규칙한 심박 및 맥박 | 비정상의 폐포음 , 흉강음 , 랏셀음 , 염발음 , 천명음 , 마찰음 | 비정상적인 자세 | 심방 빈맥 , 빈박 | 선회운동 | 설사 , 하리 | 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 심방 | 심방 빈맥 , 빈박 , 빈박 | 심방 세동 | 심방 조기 박동 | 심실 기외 수축 , 다발성 혹은 단발성 | 심방 빈맥 , 빈박 | 심실 세동 , 조동 | 심음의 감소 | 심잡음 | 심전도 전압 감소 | 안와 , 안와주위 , 결막 부종 , 안구종괴 | 앞다리 종창 , 종괴(관절부/비관절부위 포함) | 앞다리 통증 | 앞다리 파행 , 경직 , 절름발이 | 앞발 통증 | 약맥 , 소맥 | 운동기피 , 쉽게 지침 | 운동실조 , 협조불능 , 절뚝거림 , 넘어짐 | 음경 , 포피 , 고환 , 음낭의 종대 , 종괴 | 재채기 | 적색뇨 , 갈색뇨 | 전신파행 , 경직 , 절름발이 | 전신허약 , 부전마비 , 마비 | 점상 또는 반상출혈 , 타박상 | 점막 , 피부 창백 , 빈혈 | 청색증 , 피부나 점막이 푸름 | 체중감소 | 출혈 , 응고부전 | 탈수 | 편측 부전마비 | 폐포음 감소 , 호흡음이 없음 | 피부 괴사 , 가피 , 괴저 | 피부 또는 피하의 종창 , 종괴 , 결절 | 피부 부종 | 피부 통증 | 피부의 궤양 , 미란 , 찰과상 | 피부홍반 , 염증 , 발적 | 혈뇨 | 호흡곤란 , 개구호흡 , 그르렁거림 , 가쁜호흡 | 혼수 , 혼미 | 황달 | 흉부 종창 , 흉부 , 가슴 , 늑골 , 흉골의 종괴"
혈뇨(Hematuria)," | 단백뇨 | 적색뇨 , 갈색뇨 | 혈뇨 | 혈색소뇨 , 근색소뇨"
혈흉 (Hemothorax)," | 가슴 , 흉강 타진시 둔탁한 부위 | 구강점막의 건조 | 기침 | 다호흡 , 빠른호흡(빈호흡) , 과호흡 | 모세혈관 재충만 시간 지연 | 목의 경직 , 뻣뻣한 목 | 무기력 , 침울 , 졸림 , 생기없음 | 비정상의 폐포음 , 흉강음 , 랏셀음 , 염발음 , 천명음 , 마찰음 | 심방 빈맥 , 빈박 | 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 심음의 감소 | 운동기피 , 쉽게 지침 | 전신허약 , 부전마비 , 마비 | 점막 , 피부 창백 , 빈혈 | 청색증 , 피부나 점막이 푸름 | 체중감소 | 폐포음 감소 , 호흡음이 없음 | 피부 , 귀 , 다리 냉감 | 호흡곤란 , 개구호흡 , 그르렁거림 , 가쁜호흡 | 흉부 종창 , 흉부 , 가슴 , 늑골 , 흉골의 종괴 "
호산구성 위장염(Eosinophilic gastroenteritis)," 간 , 비장 종대 , 비장종대 , 간종대 | 거친 피모 , 곤두선 털 | 구토 | 다뇨증 | 다음 , 많이 마심 , 지나친 갈증 | 다호흡 , 빠른호흡(빈호흡) , 과호흡 | 림프절 종대 , 림프절 병증 , 종창 , 종괴 | 무기력 , 침울 , 졸림 , 생기없음 | 발열 , 고열 | 복강 외부 압박에 따른 통증 | 복강내부 종괴 , 종창 , 유착 | 복부팽만 | 빈맥 , 빠른 맥박 , 심박 | 설사 , 하리 | 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 약맥 , 소맥 | 운동기피 , 쉽게 지침 | 이급후증 , 배변곤란 | 전신허약 , 부전마비 , 마비 | 점막 , 피부 창백 , 빈혈 | 점액변 , 점액양분변 | 체중감소 | 토혈증 | 혈변 | 혈변 , 분변내 잠혈 | 호흡곤란 , 개구호흡 , 그르렁거림 , 가쁜호흡 "
호흡기계 기생충(Respiratory parasitosis)," | 구역질 | 기침 | 다호흡 , 빠른호흡(빈호흡) , 과호흡 | 무기력 , 침울 , 졸림 , 생기없음 | 비정상의 폐포음 , 흉강음 , 랏셀음 , 염발음 , 천명음 , 마찰음 | 상부기도의 비정상 호흡음 , 코고는 소리 | 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 운동기피 , 쉽게 지침 | 청색증 , 피부나 점막이 푸름 | 체중감소 | 호흡곤란 , 개구호흡 , 그르렁거림 , 가쁜호흡 "
가로막 허니아(Diaphragmatic hernia)," | 가슴 , 흉강 타진시 둔탁한 부위 | 구토 | 급사 , 돌연사 | 기침 | 다호흡 , 빠른호흡(빈호흡) , 과호흡 | 목의 경직 , 뻣뻣한 목 | 무기력 , 침울 , 졸림 , 생기없음 | 발육정지 , 체중증가없음 , 성장지연 | 배변량 감소 , 변비 , 배변 안됨 | 복강 외부 압박에 따른 통증 | 복명(장연동음) 감소 , 장폐쇄증 | 복부 촉진시 텅빈 복강 | 복수 | 심방 빈맥 , 빈박 | 산통 , 복통 | 설사 , 하리 | 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 심음의 감소 | 약맥 , 소맥 | 운동기피 , 쉽게 지침 | 전신허약 , 부전마비 , 마비 | 청색증 , 피부나 점막이 푸름 | 체중감소 | 탈수 | 토혈증 | 폐포음 감소 , 호흡음이 없음 , 호흡음이 없음 | 핑사운드(가슴, 흉강 타진시) | 호흡곤란 , 개구호흡 , 그르렁거림 , 가쁜호흡 | 황달 "
기저 세포종 (Basal cell tumor)," | 머리 , 얼굴 , 귀 , 턱 , 코의 종창 , 종괴 | 탈모 , 무모증 | 피부 또는 피하의 종창 , 종괴 , 결절 | 피부 색소 과잉 침착 | 피부의 궤양 , 미란 , 찰과상 "
,
흉선종(Thymoma)," | 비정상의 폐포음 , 흉강음 , 랏셀음 , 염발음 , 천명음 , 마찰음 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 기침 | 폐포음 감소 , 호흡음이 없음 | 가슴 , 흉강 타진시 둔탁한 부위 | 무기력 , 침울 , 졸림 , 생기없음 | 연하곤란 , 연하장애 | 호흡곤란 , 개구호흡 , 그르렁거림 , 가쁜호흡 | 과도한 침흘림 , 유연 , 입에 거품 | 운동기피 , 쉽게 지침 | 발열 , 고열 | 앞다리 종창 , 종괴(관절부/비관절부위 포함) | 전신허약 , 부전마비 , 마비 | 머리 , 얼굴 , 귀 , 턱 , 코의 종창 , 종괴 | 다호흡 , 빠른호흡(빈호흡) , 과호흡 | 심음의 감소 | 목 부위 종창 , 경부의 종괴 | 무기력 , 침울 , 졸림 , 생기없음 | 점막 , 피부 창백 , 빈혈 | 말초정맥확장 , 경정맥확장 | 다음 , 많이 마심 , 지나친 갈증 | 다뇨증 | 피부 부종 | 심방 빈맥 , 빈박 | 수척 , 건강상태 불량 , 증체율 불량 | 구토 | 체중감소 "
,
,
납중독(Lead poisoning),"| 거리감각불능 , 거리감각 과대 및 과소 | 걷다 앞으로 넘어짐 , 목적없이 배회 | 과도한 침흘림 , 유연 , 입에 거품 | 구토 | 난청 , 귀머거리 | 눈부심 , 수명 | 다뇨증 | 다음 , 많이 마심 , 지나친 갈증 | 단백뇨 | 당뇨 | 떨림 , 전율 , 오한 | 머리 기울기 | 머리 박치기 | 무기력 , 침울 , 졸림 , 생기없음 | 발열 , 고열 | 발작 , 실신 , 경련 , 간질발작 , 허탈 | 배변량 감소 , 변비 , 배변 안됨 | 복강 외부 압박에 따른 통증 | 비정상적 또는 공격적 행동 , 습성이 바뀜 | 비정상적인 자세 | 빈맥 , 빠른 맥박 , 심박 | 산동 , 확장된 동공 | 산통 , 복통 | 설사 , 하리 | 소리 계속 지르기 , 소리가 커짐 | 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 실명 , 시력상실 | 안구진탕 , 안구불수의적운동 | 안구함몰 , 눈이 움푹 꺼짐 | 연하곤란 , 연하장애 | 운동실조 , 협조불능 , 절뚝거림 , 넘어짐 | 이식증 , 이기증(이물 섭취 기호증) | 전신허약 , 부전마비 , 마비 | 점막 , 피부 창백 , 빈혈 | 제3안검 탈출 , 순막의 돌출 | 지각과민 , 예민함 , 과다운동 | 진전 | 체중감소 | 축동 , 동공축소 | 탈수 | 혈변 | 혼수 , 혼미 | 후궁반장 | 흥분 , 헛소리 , 광분"
,
,
,
"흉요추 추간판 질환, 흉요추 디스크 질환(Intervertebral disk disease, thoracolumbar)","| 거리감각불능 , 거리감각 과대 및 과소 | 꼬리 , 항문 지각감퇴 , 회음부 , 항문 무감각 | 근 긴장증 , 근 경직증 | 근육긴장저하 | 기립불능 , 다우너 꼬리 | 무기력 , 침울 , 졸림 , 생기없음 | 뒷다리 무기력 , 후지마비 , 부전마비 | 뒷다리 반사 이상(증가나 감소) | 뒷다리 양쪽 부전마비 , 무기력 , 마비 | 뒷다리 위축 , 야윔 | 뒷다리 지각감퇴 , 뒷다리 무감각증 | 뒷다리 파행 , 경직 , 절름발이 등부위 경련 | 머리 , 얼굴 , 목의 경련 , 근경련 | 목 , 경부 , 목구멍 통증 | 목소리 변성 | 목의 경직 , 뻣뻣한 목 | 무기력 , 침울 , 졸림 , 생기없음 방광 종대 , 확장 | 분변 실금 | 비정상적 또는 공격적 행동 , 습성이 바뀜 | 비정상적인 자세 | 사지마비 , 무기력 | 안검하수 | 안구함몰 , 눈이 움푹 꺼짐 | 앞다리 반사 이상(증가나 감소) 앞다리 지각감퇴 | 앞다리 파행 , 경직 , 절름발이 | 앞다리 허약 , 무기력 , 부전마비 , 마비 | 요실금 | 요통 , 허리 통증 , 허리 통증 | 운동실조 , 협조불능 , 절뚝거림 , 넘어짐 | 이동거부 | 제3안검 탈출 , 순막의 돌출 | 지각과민 , 예민함 , 과다운동 | 축동 , 동공축소 | 편측 부전마비 | 피하 지방 조직층 반사 이상(증가나 감소) | 항문 , 회음부 , 꼬리 반사 이상"
,
,
주혈원충증 (Hepatozoonosis)," | 거리감각불능 , 거리감각 과대 및 과소 | 구강점막의궤양 , 수포 | 기립불능 , 다우너 | 기침 | 눈물흘림 , 장액성 분비물 , 축축한 눈 | 눈의 화농성 분비물 | 다뇨증 | 다음 , 많이 마심 , 지나친 갈증 | 다호흡 , 빠른호흡(빈호흡) , 과호흡 | 뒷다리 반사 이상(증가나 감소) | 뒷다리 양쪽 부전마비 , 무기력 , 마비 | 뒷다리 위축 , 야윔 | 뒷다리 통증 | 뒷다리 파행 , 경직 , 절름발이 | 등부위 위축 , 야윔 | 림프절 종대 , 림프절 병증 , 종창 , 종괴 | 망막 색소침착 이상 | 망막반사 이상 | 머리 , 얼굴 , 턱 , 귀의 통증 | 머리 , 얼굴 , 턱 , 혀 위축 , 수척 , 야윔 | 목 , 가슴 , 위축 , 야윈 흉곽 | 목 , 경부 , 목구멍 통증 | 목의 경직 , 뻣뻣한 목 | 무기력 , 침울 , 졸림 , 생기없음 | 발열 , 고열 | 비정상의 폐포음 , 흉강음 , 랏셀음 , 염발음 , 천명음 , 마찰음 | 비정상적인 자세 | 심방 빈맥 , 빈박 | 설사 , 하리 | 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 앞다리 위축 , 야윔 | 앞다리 통증 | 앞다리 파행 , 경직 , 절름발이 | 요통 , 허리 통증 | 운동실조 , 협조불능 , 절뚝거림 , 넘어짐 | 이동거부 | 전신파행 , 경직 , 절름발이 | 전신허약 , 부전마비 , 마비 | 점액양 비강 분비물 , 장액성 , 수양성 | 지각과민 , 예민함 , 과다운동 | 점막 , 피부 창백 , 빈혈 | 체중감소 | 혈변 | 호흡곤란 , 개구호흡 , 그르렁거림 , 가쁜호흡 | 화농성 비강 분비물 | 황달 "
,
,
,
위십이지장 궤양(Gastroduodenal ulcer disease)," | 구토 | 급사 , 돌연사 | 다뇨증 | 다음 , 많이 마심 , 지나친 갈증 | 다호흡 , 빠른호흡(빈호흡) , 과호흡 | 무기력 , 침울 , 졸림 , 생기없음 | 발열 , 고열 | 발작 , 실신 , 경련 , 간질발작 , 허탈 | 복강 외부 압박에 따른 통증 | 복부팽만 | 빈맥 , 빠른 맥박 , 심박 | 산통 , 복통 | 설사 , 하리 | 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 심잡음 | 전신허약 , 부전마비 , 마비 | 점막 , 피부 창백 , 빈혈 | 체중감소 | 탈수 | 토혈증 | 혈변 , 분변내 잠혈 "
"중이염, 내이염(Otitis media and interna)","| 각막의 궤양 , 미란 | 각막의 부종 , 혼탁 | 각막혈관신생 , 판누스 | 거리감각불능 , 거리감각 과대 및 과소 | 귀 긁기 | 귀의 화농성 , 점액양 분비물 , 귓밥이 많음 , 악취 | 기립불능 , 다우너 | 난청 , 귀머거리 | 눈물이 적음 , 안구건조증 | 눈물흘림 , 장액성 분비물 , 축축한 눈 | 눈부심 , 수명 , 수명 | 눈의 통증 , 안통 , 안통 | 눈의 화농성 분비물 | 다호흡 , 빠른호흡(빈호흡) , 과호흡 | 머리 기울기 | 머리 흔들기 | 무기력 , 침울 , 졸림 , 생기없음 , 처짐 | 머리 , 얼굴 , 턱 , 귀의 통증 | 무기력 , 침울 , 졸림 , 생기없음 | 무유증 , 유즙생산감소 , 정지 | 발열 , 고열 | 심방 빈맥 , 빈박 | 사시 , 사팔뜨기 | 선회운동 | 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 안검하수 | 안구진탕 , 안구불수의적운동 | 연하곤란 , 연하장애 | 운동실조 , 협조불능 , 절뚝거림 , 넘어짐 | 위협반사반응에 무반응 또는 감소 | 실명 , 시력상실은 아님 | 이동거부 | 저작곤란 , 잘 씹지 못함 | 전방축농 , 안구전방에 지질이나 섬유소 축적 | 진전 | 체중감소 | 축동 , 동공축소 | 출혈 , 응고부전 | 후궁반장 "
